no,wage,lnwage,gender,age,married,education,experience
2612,312.5000 ,5.7446 ,1,54,1,12,330
2613,90.9091 ,4.5099 ,0,52,1,6,90
2614,166.6667 ,5.1160 ,1,34,1,12,12
2615,62.5000 ,4.1352 ,0,34,1,12,180
2616,326.0870 ,5.7872 ,1,51,1,6,240
2617,170.4545 ,5.1385 ,0,40,1,6,144
2618,142.8571 ,4.9618 ,0,36,1,6,43
2619,178.5714 ,5.1850 ,1,37,1,9,43
2620,130.2083 ,4.8691 ,1,24,0,12,24
2621,62.5000 ,4.1352 ,1,22,0,9,1
2622,100.0000 ,4.6052 ,0,21,0,12,14
2623,187.5000 ,5.2338 ,1,37,1,12,48
2624,223.9583 ,5.4115 ,1,38,1,12,192
2625,47.6190 ,3.8632 ,1,64,1,6,84
2626,97.2222 ,4.5770 ,1,22,0,12,12
2627,91.6667 ,4.5182 ,0,33,0,9,48
2628,227.2727 ,5.4262 ,1,39,1,16,60
2629,66.6667 ,4.1997 ,0,31,0,12,6
2630,57.1429 ,4.0456 ,1,74,0,12,444
2631,250.0000 ,5.5215 ,1,39,0,6,180
2632,182.2917 ,5.2056 ,1,33,0,9,36
2633,182.2917 ,5.2056 ,1,30,1,9,36
2634,156.2500 ,5.0515 ,0,29,1,12,24
2635,93.7500 ,4.5406 ,0,24,0,9,24
2636,156.2500 ,5.0515 ,0,23,0,12,96
2637,104.1667 ,4.6460 ,1,35,1,15,180
2638,281.2500 ,5.6392 ,1,50,1,6,192
2639,156.2500 ,5.0515 ,1,20,0,15,4
2640,218.7500 ,5.3879 ,1,35,1,9,36
2641,112.5000 ,4.7230 ,1,51,1,6,24
2642,125.0000 ,4.8283 ,1,25,0,15,48
2643,93.7500 ,4.5406 ,0,20,0,12,5
2644,156.2500 ,5.0515 ,0,34,0,12,84
2645,93.7500 ,4.5406 ,1,43,1,12,32
2646,59.5238 ,4.0864 ,0,37,1,6,24
2647,104.1667 ,4.6460 ,1,49,1,9,60
2648,119.7917 ,4.7858 ,0,41,1,6,24
2649,111.6071 ,4.7150 ,1,56,1,9,72
2650,145.8333 ,4.9825 ,1,26,0,15,46
2651,142.8571 ,4.9618 ,1,35,0,15,96
2652,166.6667 ,5.1160 ,1,37,0,15,24
2653,107.1429 ,4.6742 ,1,43,1,12,6
2654,151.7857 ,5.0225 ,1,30,1,9,27
2655,119.0476 ,4.7795 ,1,49,0,9,48
2656,130.2083 ,4.8691 ,0,32,1,12,36
2657,142.8571 ,4.9618 ,1,31,1,9,60
2658,133.9286 ,4.8973 ,1,35,0,16,54
2659,168.9189 ,5.1294 ,1,48,1,6,72
2660,78.1250 ,4.3583 ,0,47,1,9,27
2661,85.2273 ,4.4453 ,1,18,0,9,12
2662,182.2917 ,5.2056 ,1,35,1,12,168
2663,130.2083 ,4.8691 ,1,36,1,9,30
2664,130.2083 ,4.8691 ,0,31,1,12,1
2665,198.4127 ,5.2903 ,1,34,1,9,60
2666,47.6190 ,3.8632 ,1,58,1,6,300
2667,156.2500 ,5.0515 ,1,35,1,12,48
2668,88.5417 ,4.4835 ,0,27,1,9,60
2669,111.6071 ,4.7150 ,1,39,1,9,156
2670,107.1429 ,4.6742 ,0,37,1,9,84
2671,89.2857 ,4.4918 ,1,19,0,12,48
2672,116.0714 ,4.7542 ,0,42,0,9,38
2673,198.4127 ,5.2903 ,1,27,1,9,60
2674,156.2500 ,5.0515 ,1,33,0,12,38
2675,133.9286 ,4.8973 ,1,47,1,6,36
2676,104.1667 ,4.6460 ,0,43,1,6,60
2677,133.9286 ,4.8973 ,1,37,1,9,36
2678,178.5714 ,5.1850 ,1,28,1,9,48
2679,140.6250 ,4.9461 ,1,63,1,6,123
2680,78.1250 ,4.3583 ,0,49,1,6,252
2681,125.0000 ,4.8283 ,1,23,0,12,22
2682,93.7500 ,4.5406 ,1,22,0,15,1
2683,89.2857 ,4.4918 ,1,27,0,6,24
2684,130.6818 ,4.8728 ,1,25,0,6,31
2685,156.2500 ,5.0515 ,1,35,0,6,28
2686,100.8065 ,4.6132 ,1,25,0,6,14
2687,145.8333 ,4.9825 ,1,32,1,9,6
2688,93.7500 ,4.5406 ,1,19,0,12,15
2689,71.1207 ,4.2644 ,0,18,0,9,12
2690,66.6667 ,4.1997 ,1,16,0,9,12
2691,133.7209 ,4.8958 ,0,50,1,0,19
2692,151.1628 ,5.0184 ,1,55,1,0,300
2693,115.7407 ,4.7514 ,1,28,0,9,27
2694,118.1818 ,4.7722 ,1,26,0,12,28
2695,135.4167 ,4.9084 ,1,24,0,12,29
2696,118.0000 ,4.7707 ,1,22,0,12,21
2697,165.1786 ,5.1070 ,1,51,1,6,212
2698,142.8571 ,4.9618 ,1,67,1,9,38
2699,115.0000 ,4.7449 ,0,43,1,6,17
2700,78.1250 ,4.3583 ,1,56,1,6,6
2701,130.2083 ,4.8691 ,1,26,1,9,4
2702,67.7083 ,4.2152 ,1,23,0,6,22
2703,104.1667 ,4.6460 ,1,43,1,6,24
2704,130.2083 ,4.8691 ,0,37,1,12,24
2705,130.2083 ,4.8691 ,0,32,1,12,18
2706,208.3333 ,5.3391 ,1,32,1,15,96
2707,119.0476 ,4.7795 ,1,38,1,9,36
2708,142.8571 ,4.9618 ,1,31,1,12,20
2709,99.2063 ,4.5972 ,1,32,0,9,120
2710,153.4091 ,5.0331 ,0,36,1,15,182
2711,175.0000 ,5.1648 ,0,21,0,12,12
2712,154.1667 ,5.0380 ,1,42,1,6,53
2713,156.2500 ,5.0515 ,1,35,1,12,43
2714,75.0000 ,4.3175 ,0,31,1,9,51
2715,168.2692 ,5.1256 ,1,32,1,9,42
2716,208.3333 ,5.3391 ,0,32,1,16,120
2717,158.7302 ,5.0672 ,1,35,1,16,72
2718,78.1250 ,4.3583 ,0,49,0,6,48
2719,78.1250 ,4.3583 ,1,24,0,12,24
2720,89.2857 ,4.4918 ,1,26,0,9,12
2721,130.2083 ,4.8691 ,1,49,1,9,408
2722,187.5000 ,5.2338 ,1,33,0,16,76
2723,187.5000 ,5.2338 ,1,37,1,12,7
2724,107.1429 ,4.6742 ,1,37,1,15,120
2725,416.6667 ,6.0323 ,1,36,1,12,36
2726,234.3750 ,5.4569 ,1,35,1,12,72
2727,117.1875 ,4.7638 ,1,40,1,9,84
2728,156.2500 ,5.0515 ,1,48,1,9,36
2729,83.3333 ,4.4228 ,1,18,0,9,20
2730,104.1667 ,4.6460 ,1,36,1,12,72
2731,112.5000 ,4.7230 ,0,29,1,9,13
2732,113.6364 ,4.7330 ,0,38,1,9,25
2733,92.5926 ,4.5282 ,1,24,0,9,1
2734,145.8333 ,4.9825 ,1,47,1,12,120
2735,74.0741 ,4.3051 ,0,44,1,9,36
2736,166.6667 ,5.1160 ,1,47,1,6,149
2737,101.0638 ,4.6158 ,0,37,1,6,36
2738,72.5806 ,4.2847 ,0,17,0,9,12
2739,95.4545 ,4.5587 ,1,32,0,9,37
2740,135.0000 ,4.9053 ,1,36,0,6,31
2741,134.6154 ,4.9024 ,1,29,0,12,37
2742,177.7778 ,5.1805 ,1,27,0,12,21
2743,150.0000 ,5.0106 ,1,49,0,15,3
2744,125.0000 ,4.8283 ,1,44,1,6,240
2745,177.0833 ,5.1766 ,1,36,1,12,124
2746,260.4167 ,5.5623 ,1,41,1,15,24
2747,107.1429 ,4.6742 ,0,41,1,6,36
2748,403.2258 ,5.9995 ,1,49,1,12,42
2749,170.0000 ,5.1358 ,1,20,0,12,28
2750,112.5000 ,4.7230 ,1,17,0,12,2
2751,33.3333 ,3.5066 ,0,16,0,9,10
2752,120.9677 ,4.7955 ,1,35,1,9,144
2753,143.7500 ,4.9681 ,0,35,1,6,8
2754,187.5000 ,5.2338 ,1,37,1,15,53
2755,178.5714 ,5.1850 ,1,44,1,12,60
2756,275.0000 ,5.6168 ,1,47,1,6,271
2757,62.5000 ,4.1352 ,0,46,1,6,3
2758,93.7500 ,4.5406 ,0,21,0,15,21
2759,172.4138 ,5.1499 ,1,32,1,9,123
2760,545.4545 ,6.3016 ,1,36,1,9,14
2761,262.0968 ,5.5687 ,1,47,1,6,84
2762,93.7500 ,4.5406 ,0,20,0,15,10
2763,284.0909 ,5.6493 ,1,44,1,12,192
2764,113.6364 ,4.7330 ,0,40,1,6,32
2765,500.0000 ,6.2146 ,1,47,1,12,6
2766,81.8182 ,4.4045 ,1,19,0,12,5
2767,214.2857 ,5.3673 ,1,31,1,9,6
2768,125.0000 ,4.8283 ,0,31,1,12,96
2769,166.6667 ,5.1160 ,1,41,1,6,120
2770,83.3333 ,4.4228 ,1,22,1,6,2
2771,192.3077 ,5.2591 ,1,30,0,12,24
2772,260.4167 ,5.5623 ,1,42,1,6,1
2773,150.0000 ,5.0106 ,1,18,0,12,20
2774,208.3333 ,5.3391 ,1,27,0,9,18
2775,416.6667 ,6.0323 ,0,32,1,9,8
2776,125.0000 ,4.8283 ,0,36,1,9,36
2777,172.7273 ,5.1517 ,1,34,1,9,192
2778,160.0000 ,5.0752 ,0,32,1,9,96
2779,166.6667 ,5.1160 ,1,43,1,12,20
2780,166.6667 ,5.1160 ,1,53,1,6,180
2781,75.0000 ,4.3175 ,0,48,1,9,24
2782,143.9394 ,4.9694 ,1,47,1,12,180
2783,125.0000 ,4.8283 ,1,56,1,6,60
2784,250.0000 ,5.5215 ,1,41,1,6,204
2785,115.0000 ,4.7449 ,0,43,0,9,103
2786,187.5000 ,5.2338 ,1,41,0,6,7
2787,250.0000 ,5.5215 ,1,45,1,6,5
2788,159.0909 ,5.0695 ,1,37,1,12,34
2789,125.0000 ,4.8283 ,0,39,1,12,10
2790,271.7391 ,5.6048 ,1,30,1,12,60
2791,135.8696 ,4.9117 ,0,27,1,12,24
2792,166.6667 ,5.1160 ,0,43,1,6,24
2793,166.6667 ,5.1160 ,1,45,1,9,96
2794,156.8627 ,5.0554 ,1,32,0,12,30
2795,178.5714 ,5.1850 ,1,33,1,9,48
2796,209.0909 ,5.3428 ,1,37,1,6,123
2797,210.0000 ,5.3471 ,1,42,1,6,126
2798,233.3333 ,5.4525 ,1,45,1,12,146
2799,136.3636 ,4.9153 ,1,26,0,12,28
2800,192.3077 ,5.2591 ,1,50,1,9,29
2801,87.9630 ,4.4769 ,0,51,1,6,4
2802,160.7143 ,5.0796 ,0,29,1,12,112
2803,307.1429 ,5.7273 ,1,32,1,9,186
2804,147.7273 ,4.9954 ,1,46,1,6,51
2805,150.0000 ,5.0106 ,1,43,1,12,254
2806,218.7500 ,5.3879 ,1,37,1,9,148
2807,112.9032 ,4.7265 ,0,46,1,6,64
2808,90.0000 ,4.4998 ,0,23,0,9,3
2809,135.8696 ,4.9117 ,0,27,0,15,40
2810,135.0000 ,4.9053 ,0,28,0,15,86
2811,255.5556 ,5.5434 ,1,65,1,12,317
2812,200.8929 ,5.3028 ,1,50,0,15,139
2813,130.6818 ,4.8728 ,0,22,0,12,38
2814,163.6364 ,5.0976 ,1,44,1,6,41
2815,250.0000 ,5.5215 ,1,38,1,12,109
2816,83.3333 ,4.4228 ,0,37,1,12,3
2817,200.0000 ,5.2983 ,0,48,1,12,351
2818,291.6667 ,5.6756 ,1,34,1,16,99
2819,344.8276 ,5.8430 ,1,31,1,9,86
2820,250.0000 ,5.5215 ,1,31,1,12,68
2821,300.0000 ,5.7038 ,1,37,1,9,57
2822,85.2273 ,4.4453 ,1,49,1,15,24
2823,78.1250 ,4.3583 ,0,45,1,9,18
2824,182.9268 ,5.2091 ,0,25,0,16,24
2825,66.9643 ,4.2042 ,1,40,1,9,84
2826,125.0000 ,4.8283 ,0,34,0,9,18
2827,125.0000 ,4.8283 ,1,20,0,15,19
2828,119.0476 ,4.7795 ,1,26,0,12,6
2829,229.5918 ,5.4363 ,1,44,1,6,120
2830,113.6364 ,4.7330 ,0,21,0,15,1
2831,119.7917 ,4.7858 ,0,34,0,6,48
2832,375.0000 ,5.9269 ,0,32,0,15,84
2833,340.9091 ,5.8316 ,1,30,0,12,96
2834,138.8889 ,4.9337 ,1,35,1,9,96
2835,156.2500 ,5.0515 ,1,35,1,9,3
2836,125.0000 ,4.8283 ,1,53,1,6,360
2837,114.5833 ,4.7413 ,0,44,1,6,348
2838,119.7917 ,4.7858 ,0,24,0,12,30
2839,93.7500 ,4.5406 ,0,20,0,12,30
2840,156.2500 ,5.0515 ,1,42,1,6,72
2841,100.0000 ,4.6052 ,0,20,0,12,28
2842,140.6250 ,4.9461 ,0,29,0,16,12
2843,166.6667 ,5.1160 ,1,41,1,12,144
2844,182.2917 ,5.2056 ,1,53,0,6,120
2845,31.2500 ,3.4420 ,1,29,0,9,36
2846,93.7500 ,4.5406 ,1,28,0,9,36
2847,78.1250 ,4.3583 ,1,27,0,12,24
2848,44.6429 ,3.7987 ,0,26,0,9,48
2849,390.6250 ,5.9677 ,1,30,1,12,84
2850,135.4167 ,4.9084 ,1,47,1,12,36
2851,175.0000 ,5.1648 ,1,40,1,9,66
2852,187.5000 ,5.2338 ,1,37,1,6,240
2853,91.3462 ,4.5147 ,1,26,0,9,36
2854,100.9615 ,4.6147 ,1,31,1,9,120
2855,168.2692 ,5.1256 ,1,46,1,6,192
2856,135.7143 ,4.9106 ,1,45,1,9,108
2857,125.0000 ,4.8283 ,0,29,1,12,2
2858,182.2917 ,5.2056 ,1,30,1,12,17
2859,162.0370 ,5.0878 ,1,52,1,6,168
2860,390.6250 ,5.9677 ,1,40,1,12,24
2861,234.3750 ,5.4569 ,1,37,1,15,120
2862,182.2917 ,5.2056 ,0,33,1,15,72
2863,333.3333 ,5.8091 ,1,70,0,9,480
2864,350.0000 ,5.8579 ,1,34,1,12,46
2865,321.4286 ,5.7728 ,1,62,1,6,480
2866,187.5000 ,5.2338 ,1,31,1,12,60
2867,93.7500 ,4.5406 ,1,54,1,6,240
2868,182.2917 ,5.2056 ,1,23,0,15,9
2869,187.5000 ,5.2338 ,1,26,0,12,21
2870,312.5000 ,5.7446 ,1,41,1,15,62
2871,156.2500 ,5.0515 ,1,34,1,12,62
2872,312.5000 ,5.7446 ,1,44,1,9,120
2873,170.4545 ,5.1385 ,1,36,1,15,120
2874,170.4545 ,5.1385 ,0,27,1,15,20
2875,182.2917 ,5.2056 ,1,45,1,12,180
2876,78.1250 ,4.3583 ,0,40,1,9,66
2877,156.2500 ,5.0515 ,1,40,1,12,72
2878,145.8333 ,4.9825 ,1,45,1,6,60
2879,142.0455 ,4.9561 ,1,42,0,6,96
2880,187.5000 ,5.2338 ,1,48,0,9,127
2881,113.6364 ,4.7330 ,1,23,0,12,18
2882,104.1667 ,4.6460 ,0,21,0,12,27
2883,77.0833 ,4.3449 ,0,39,0,6,19
2884,208.3333 ,5.3391 ,1,38,1,18,54
2885,227.2727 ,5.4262 ,0,35,1,16,66
2886,156.2500 ,5.0515 ,1,46,1,6,44
2887,223.9583 ,5.4115 ,1,35,0,16,44
2888,150.0000 ,5.0106 ,1,29,0,12,34
2889,178.5714 ,5.1850 ,1,27,1,12,36
2890,260.4167 ,5.5623 ,1,42,0,12,96
2891,150.0000 ,5.0106 ,1,30,1,9,41
2892,104.1667 ,4.6460 ,0,32,1,12,32
2893,100.0000 ,4.6052 ,1,64,1,12,240
2894,125.0000 ,4.8283 ,1,23,0,15,1
2895,156.2500 ,5.0515 ,1,56,1,6,204
2896,125.0000 ,4.8283 ,1,29,0,9,24
2897,125.0000 ,4.8283 ,1,23,0,12,18
2898,208.3333 ,5.3391 ,1,39,1,12,142
2899,107.1429 ,4.6742 ,1,39,1,9,120
2900,234.3750 ,5.4569 ,1,34,1,12,72
2901,234.3750 ,5.4569 ,0,28,1,15,36
2902,156.2500 ,5.0515 ,0,39,1,15,60
2903,133.9286 ,4.8973 ,1,39,1,15,36
2904,156.2500 ,5.0515 ,0,34,0,12,36
2905,150.0000 ,5.0106 ,1,35,1,9,60
2906,104.1667 ,4.6460 ,0,32,1,12,44
2907,100.0000 ,4.6052 ,0,45,0,15,42
2908,62.5000 ,4.1352 ,0,37,0,9,66
2909,229.1667 ,5.4344 ,0,44,0,12,240
2910,208.3333 ,5.3391 ,1,39,1,16,96
2911,130.2083 ,4.8691 ,0,35,1,12,24
2912,187.5000 ,5.2338 ,1,34,1,15,36
2913,130.2083 ,4.8691 ,0,34,1,12,18
2914,240.3846 ,5.4822 ,1,37,0,12,78
2915,234.3750 ,5.4569 ,1,44,1,12,156
2916,293.7500 ,5.6827 ,0,41,1,9,120
2917,208.3333 ,5.3391 ,1,37,1,9,77
2918,182.2917 ,5.2056 ,1,50,1,6,240
2919,255.6818 ,5.5439 ,1,40,1,16,36
2920,93.7500 ,4.5406 ,0,39,1,16,1
2921,340.9091 ,5.8316 ,1,34,1,16,53
2922,234.3750 ,5.4569 ,1,46,0,12,18
2923,223.9583 ,5.4115 ,1,24,1,9,18
2924,93.7500 ,4.5406 ,1,34,0,9,25
2925,138.0208 ,4.9274 ,1,27,0,9,77
2926,416.6667 ,6.0323 ,1,33,1,9,62
2927,260.4167 ,5.5623 ,1,33,1,9,124
2928,93.7500 ,4.5406 ,1,53,1,6,182
2929,105.1136 ,4.6550 ,0,49,0,6,150
2930,250.0000 ,5.5215 ,1,40,1,6,76
2931,187.5000 ,5.2338 ,0,43,1,6,76
2932,119.7917 ,4.7858 ,0,18,0,9,30
2933,83.3333 ,4.4228 ,0,50,0,0,25
2934,130.2083 ,4.8691 ,1,24,0,12,11
2935,145.8333 ,4.9825 ,1,31,1,9,36
2936,100.0000 ,4.6052 ,0,42,0,6,120
2937,245.0980 ,5.5017 ,1,39,1,16,156
2938,284.0909 ,5.6493 ,0,37,1,16,156
2939,288.4615 ,5.6646 ,1,36,1,9,62
2940,93.7500 ,4.5406 ,0,45,1,6,53
2941,102.2727 ,4.6276 ,1,27,1,12,23
2942,312.5000 ,5.7446 ,1,42,1,6,180
2943,60.4839 ,4.1024 ,0,38,1,9,36
2944,104.1667 ,4.6460 ,0,20,0,15,3
2945,125.0000 ,4.8283 ,1,28,0,12,18
2946,137.5000 ,4.9236 ,0,50,1,0,96
2947,260.4167 ,5.5623 ,1,30,1,9,24
2948,104.1667 ,4.6460 ,0,24,0,12,24
2949,250.0000 ,5.5215 ,1,48,1,6,120
2950,208.3333 ,5.3391 ,1,39,1,12,18
2951,104.1667 ,4.6460 ,0,34,1,12,18
2952,156.2500 ,5.0515 ,1,31,0,9,38
2953,214.2857 ,5.3673 ,1,37,0,9,19
2954,625.0000 ,6.4378 ,1,29,0,9,24
2955,140.6250 ,4.9461 ,1,26,0,9,19
2956,187.5000 ,5.2338 ,1,55,1,0,240
2957,96.5909 ,4.5705 ,0,44,0,6,59
2958,208.3333 ,5.3391 ,1,53,1,12,218
2959,156.2500 ,5.0515 ,1,23,0,9,29
2960,130.2083 ,4.8691 ,1,19,0,9,29
2961,93.7500 ,4.5406 ,1,49,1,9,241
2962,119.3182 ,4.7818 ,0,21,0,12,7
2963,78.1250 ,4.3583 ,1,45,1,6,46
2964,156.2500 ,5.0515 ,1,24,1,12,14
2965,137.5000 ,4.9236 ,1,31,0,9,53
2966,148.8095 ,5.0027 ,1,62,1,6,186
2967,150.0000 ,5.0106 ,1,30,1,9,146
2968,93.7500 ,4.5406 ,0,33,1,9,93
2969,125.0000 ,4.8283 ,0,25,1,9,38
2970,150.0000 ,5.0106 ,1,40,1,6,149
2971,125.0000 ,4.8283 ,1,38,1,6,24
2972,142.0455 ,4.9561 ,1,52,1,6,140
2973,172.6190 ,5.1511 ,1,25,0,9,34
2974,260.4167 ,5.5623 ,1,24,1,12,40
2975,113.6364 ,4.7330 ,0,24,1,9,5
2976,78.1250 ,4.3583 ,0,44,0,6,1
2977,260.4167 ,5.5623 ,1,40,1,9,92
2978,125.0000 ,4.8283 ,1,34,1,9,125
2979,312.5000 ,5.7446 ,1,43,1,6,89
2980,125.0000 ,4.8283 ,1,43,1,12,53
2981,111.1111 ,4.7105 ,1,45,1,6,221
2982,80.3571 ,4.3865 ,0,44,0,6,26
2983,83.3333 ,4.4228 ,1,15,0,9,5
2984,178.5714 ,5.1850 ,0,21,0,15,25
2985,260.4167 ,5.5623 ,1,47,1,12,185
2986,208.3333 ,5.3391 ,1,56,1,12,79
2987,240.3846 ,5.4822 ,1,26,1,15,11
2988,178.5714 ,5.1850 ,1,60,1,6,127
2989,104.1667 ,4.6460 ,0,25,0,12,27
2990,156.2500 ,5.0515 ,1,45,1,6,234
2991,75.0000 ,4.3175 ,0,35,1,6,1
2992,109.3750 ,4.6948 ,1,32,0,12,65
2993,125.0000 ,4.8283 ,1,44,1,6,122
2994,140.6250 ,4.9461 ,0,39,0,6,25
2995,208.3333 ,5.3391 ,1,32,1,9,63
2996,142.0455 ,4.9561 ,1,62,1,15,21
2997,69.4444 ,4.2405 ,0,41,1,6,62
2998,113.6364 ,4.7330 ,0,21,0,12,21
2999,433.3333 ,6.0715 ,1,39,1,18,74
3000,200.0000 ,5.2983 ,1,34,1,12,69
3001,50.0000 ,3.9120 ,1,59,1,6,218
3002,284.0909 ,5.6493 ,1,30,0,12,122
3003,208.3333 ,5.3391 ,1,28,0,15,61
3004,102.2727 ,4.6276 ,0,22,0,12,19
3005,142.0455 ,4.9561 ,0,25,0,12,19
3006,130.6818 ,4.8728 ,1,22,0,12,13
3007,312.5000 ,5.7446 ,1,26,1,12,67
3008,125.0000 ,4.8283 ,0,44,0,6,75
3009,80.6452 ,4.3901 ,0,18,0,12,38
3010,295.4545 ,5.6885 ,1,33,1,16,75
3011,335.9375 ,5.8169 ,0,31,1,16,62
3012,125.0000 ,4.8283 ,0,64,0,6,99
3013,187.5000 ,5.2338 ,1,30,0,12,106
3014,276.0417 ,5.6206 ,1,40,1,12,58
3015,182.2917 ,5.2056 ,1,21,0,9,28
3016,130.2083 ,4.8691 ,1,57,1,0,27
3017,218.7500 ,5.3879 ,1,44,1,6,56
3018,113.6364 ,4.7330 ,0,45,1,6,68
3019,129.6296 ,4.8647 ,0,21,0,12,51
3020,187.5000 ,5.2338 ,1,33,1,9,38
3021,260.4167 ,5.5623 ,1,37,1,6,86
3022,125.0000 ,4.8283 ,0,25,0,15,19
3023,250.0000 ,5.5215 ,1,27,1,9,18
3024,223.9583 ,5.4115 ,1,38,1,12,70
3025,145.8333 ,4.9825 ,1,40,1,6,86
3026,145.8333 ,4.9825 ,1,40,1,9,64
3027,201.6129 ,5.3063 ,1,43,1,12,87
3028,244.3182 ,5.4985 ,0,40,1,15,80
3029,250.0000 ,5.5215 ,1,46,1,9,80
3030,153.2258 ,5.0319 ,1,36,1,9,28
3031,260.4167 ,5.5623 ,1,28,1,12,50
3032,125.0000 ,4.8283 ,0,23,0,12,26
3033,153.8462 ,5.0360 ,1,29,0,9,46
3034,197.9167 ,5.2878 ,1,39,1,6,123
3035,170.4545 ,5.1385 ,0,21,0,12,28
3036,238.6364 ,5.4749 ,0,32,0,15,44
3037,113.6364 ,4.7330 ,0,32,0,15,118
3038,62.5000 ,4.1352 ,1,61,1,0,242
3039,130.2083 ,4.8691 ,1,45,1,12,71
3040,119.0476 ,4.7795 ,1,37,0,15,32
3041,397.7273 ,5.9858 ,1,48,1,16,159
3042,454.5455 ,6.1193 ,0,48,1,15,303
3043,260.4167 ,5.5623 ,1,39,1,9,106
3044,416.6667 ,6.0323 ,1,46,0,16,123
3045,260.4167 ,5.5623 ,0,48,0,12,126
3046,67.7083 ,4.2152 ,1,52,1,6,19
3047,62.5000 ,4.1352 ,0,48,1,6,19
3048,286.4583 ,5.6576 ,1,29,1,9,81
3049,208.3333 ,5.3391 ,1,31,1,12,51
3050,91.6667 ,4.5182 ,0,19,0,12,18
3051,284.0909 ,5.6493 ,1,39,1,16,56
3052,340.9091 ,5.8316 ,0,38,1,18,103
3053,284.0909 ,5.6493 ,1,33,1,15,38
3054,244.3182 ,5.4985 ,0,31,1,16,100
3055,302.0833 ,5.7107 ,1,54,1,16,339
3056,250.0000 ,5.5215 ,0,50,1,12,334
3057,208.3333 ,5.3391 ,1,42,1,12,88
3058,119.7917 ,4.7858 ,0,50,1,6,43
3059,114.5833 ,4.7413 ,1,23,1,12,2
3060,197.9167 ,5.2878 ,1,27,1,15,44
3061,102.2727 ,4.6276 ,0,22,1,12,19
3062,109.3750 ,4.6948 ,1,36,0,12,20
3063,260.4167 ,5.5623 ,1,43,1,9,90
3064,295.4545 ,5.6885 ,1,51,1,15,220
3065,130.6818 ,4.8728 ,0,32,0,12,1
3066,119.7917 ,4.7858 ,0,36,0,12,50
3067,386.3636 ,5.9568 ,1,29,0,12,28
3068,182.2917 ,5.2056 ,1,43,1,6,32
3069,89.2857 ,4.4918 ,1,64,0,6,588
3070,187.5000 ,5.2338 ,1,28,1,9,60
3071,234.3750 ,5.4569 ,1,33,1,9,84
3072,208.3333 ,5.3391 ,1,58,1,0,516
3073,267.8571 ,5.5905 ,1,26,0,9,120
3074,312.5000 ,5.7446 ,1,23,0,9,84
3075,93.7500 ,4.5406 ,0,17,0,12,10
3076,312.5000 ,5.7446 ,1,57,0,9,60
3077,89.2857 ,4.4918 ,0,52,1,0,6
3078,93.7500 ,4.5406 ,0,17,0,12,14
3079,84.3750 ,4.4353 ,1,15,0,12,8
3080,125.0000 ,4.8283 ,1,25,0,9,36
3081,262.5000 ,5.5703 ,1,23,0,9,12
3082,223.2143 ,5.4081 ,1,27,0,9,144
3083,181.8182 ,5.2030 ,1,26,0,12,36
3084,156.2500 ,5.0515 ,1,26,0,9,42
3085,133.9286 ,4.8973 ,1,33,1,9,18
3086,145.8333 ,4.9825 ,1,25,0,12,6
3087,169.6429 ,5.1337 ,1,45,1,6,96
3088,137.5000 ,4.9236 ,0,41,1,6,20
3089,166.6667 ,5.1160 ,1,34,1,9,120
3090,125.0000 ,4.8283 ,0,30,1,12,120
3091,182.2917 ,5.2056 ,1,30,0,12,61
3092,194.4444 ,5.2701 ,1,62,1,6,240
3093,104.1667 ,4.6460 ,0,52,1,0,64
3094,78.1250 ,4.3583 ,0,58,0,6,36
3095,133.9286 ,4.8973 ,0,27,0,9,120
3096,312.5000 ,5.7446 ,1,24,0,12,36
3097,170.4545 ,5.1385 ,1,41,1,6,60
3098,500.0000 ,6.2146 ,1,49,1,16,72
3099,208.3333 ,5.3391 ,1,41,1,6,240
3100,300.0000 ,5.7038 ,1,51,1,6,120
3101,260.4167 ,5.5623 ,0,48,1,6,72
3102,416.6667 ,6.0323 ,1,28,1,9,30
3103,130.2083 ,4.8691 ,0,26,0,12,6
3104,250.0000 ,5.5215 ,0,69,0,0,360
3105,93.7500 ,4.5406 ,1,71,1,6,360
3106,156.2500 ,5.0515 ,1,33,1,9,2
3107,71.0227 ,4.2630 ,1,59,1,6,192
3108,104.1667 ,4.6460 ,0,52,1,6,30
3109,218.7500 ,5.3879 ,1,31,1,9,120
3110,250.0000 ,5.5215 ,1,30,1,12,2
3111,104.1667 ,4.6460 ,0,28,0,12,79
3112,625.0000 ,6.4378 ,1,26,1,9,18
3113,92.5926 ,4.5282 ,0,24,0,12,18
3114,162.5000 ,5.0907 ,1,23,0,9,15
3115,281.2500 ,5.6392 ,1,65,1,6,84
3116,218.7500 ,5.3879 ,1,37,1,12,42
3117,299.1071 ,5.7008 ,1,43,1,6,48
3118,302.0833 ,5.7107 ,1,65,1,6,72
3119,125.0000 ,4.8283 ,1,33,1,9,20
3120,270.8333 ,5.6015 ,1,33,1,12,90
3121,375.0000 ,5.9269 ,1,40,1,6,132
3122,312.5000 ,5.7446 ,1,37,1,9,18
3123,62.5000 ,4.1352 ,1,35,1,9,5
3124,312.5000 ,5.7446 ,1,33,0,9,42
3125,88.5417 ,4.4835 ,0,34,1,9,27
3126,151.0417 ,5.0176 ,1,55,1,6,60
3127,83.3333 ,4.4228 ,0,46,1,6,5
3128,187.5000 ,5.2338 ,1,27,0,9,5
